"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","16","","ConversationDataTest","","ConversationDataTest","Conversation data: Verify 3rd voices data","Conversation data: Verify 3rd voices data",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","18","","User, String)","","User, String)","[C26851B] Onboarding: Select one favourite category but not save selection (Category: Real Estate)(registerWallapopAccount_07_selectOneFavCategory_isSaveButtonDisplayed","[C26851B] Onboarding: Select one favourite category but not save selection (Category: Real Estate)(registerWallapopAccount_07_selectOneFavCategory_isSaveButtonDisplayed",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","14","","com.wallapop.functionality.userReview.buyerSellerReview.behaviour.BuyerSellerReviewTest","","com.wallapop.functionality.userReview.buyerSellerReview.behaviour.BuyerSellerReviewTest","userReview_04_BuyerDoesSellerReview_isReviewDone","User Review: Buy item and do the review to the buyer",""
"broken","Tue Jun 04 01:36:14 CEST 2019","Tue Jun 04 01:36:14 CEST 2019","35","","DeliveryForm)","","DeliveryForm)","[C12559] Delivery pay: Buyer sends shipping offer with an invalid phone number(payItem_phoneIsInValid_paymentFailed","[C12559] Delivery pay: Buyer sends shipping offer with an invalid phone number(payItem_phoneIsInValid_paymentFailed",""
"broken","Tue Jun 04 01:36:31 CEST 2019","Tue Jun 04 01:36:31 CEST 2019","347","","ItemConsumerGoods)","","ItemConsumerGoods)","[C15467] Purchases: Bump list upload from empty list(bumpListUploadFromEmptyList","[C15467] Purchases: Bump list upload from empty list(bumpListUploadFromEmptyList",""
"broken","Tue Jun 04 01:36:20 CEST 2019","Tue Jun 04 01:36:20 CEST 2019","256","","com.wallapop.functionality.search.searchCars.behaviour.SearchCarsTest","","com.wallapop.functionality.search.searchCars.behaviour.SearchCarsTest","searchCars_03_SearchByDefaultCarsFilterAndSelectProfessionals_IsProfessionalCarsDisplayed","[C850] Search Cars: Select Cars category and filter by professionals",""
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","11","","ActivesInboxDataTest","","ActivesInboxDataTest","[C90A] Inbox data - Active conversations: Connection status toast","[C90A] Inbox data - Active conversations: Connection status toast",""
"broken","Tue Jun 04 01:36:25 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","284","","com.wallapop.functionality.loginRegister.behaviour.LoginFacebookUserTest","","com.wallapop.functionality.loginRegister.behaviour.LoginFacebookUserTest","loginFacebookAccount_01_selectNotExistingUser_isUserLogged","[C730] Login: Login with a wrong Facebook account",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","31","","User, int)","","User, int)","User Review: Sell item and do the review without comment to the seller(userReview_03_SellItemAndDoBuyerReview_isReviewDone","User Review: Sell item and do the review without comment to the seller(userReview_03_SellItemAndDoBuyerReview_isReviewDone",""
"broken","Tue Jun 04 01:36:14 CEST 2019","Tue Jun 04 01:36:14 CEST 2019","16","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","payItem_postalCodeIsInvalid_paymentFailed","[C12557] Delivery pay: Buyer sends shipping offer with invalid postal code number",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","11","","com.wallapop.functionality.chat.conversation.behaviour.ConversationActionsTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationActionsTest","Conversation_Actions_02_ClickItemTitle_IsItemDetailShown","[C10884] Conversation data: Item detail access from header",""
"broken","Tue Jun 04 01:36:22 CEST 2019","Tue Jun 04 01:36:22 CEST 2019","255","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesPerformanceTest","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesPerformanceTest","SavedSearchesLimit_03_ReachSavedSearchesLimit_IsReachedLimitBubbleDisplayed","[C37161C] Save Searches: Reach saved searches limit",""
"broken","Tue Jun 04 01:36:34 CEST 2019","Tue Jun 04 01:36:34 CEST 2019","41","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","ActivesInbox_Actions_06_SelectConversationByValue_IsConversationSelected","Inbox actions - Active conversations: Select a conversation by OTHERUSER_NAME with value seller",""
"broken","Tue Jun 04 17:55:47 CEST 2019","Tue Jun 04 17:56:07 CEST 2019","20778","","com.wallapop.functionality.help.behaviour.HelpTest","","com.wallapop.functionality.help.behaviour.HelpTest","help_03_contactSupport_sendMessage","[C754] Contact us: Open a Helpshift ticket from the FAQs",""
"broken","Tue Jun 04 01:36:16 CEST 2019","Tue Jun 04 01:36:16 CEST 2019","22","","DeliveryTutorialsTest","","DeliveryTutorialsTest","[C679] Delivery tutorials: Go to buyer tutorial from pay item","[C679] Delivery tutorials: Go to buyer tutorial from pay item",""
"broken","Tue Jun 04 01:36:33 CEST 2019","Tue Jun 04 01:36:34 CEST 2019","294","","SearchRE)","","SearchRE)","[C673] Search Real Estate: Search with different filters getting results(searchRealEstate_01_SearchByAllFilters_AreItemsDisplayed","[C673] Search Real Estate: Search with different filters getting results(searchRealEstate_01_SearchByAllFilters_AreItemsDisplayed",""
"broken","Tue Jun 04 01:36:26 CEST 2019","Tue Jun 04 01:36:26 CEST 2019","297","","User)","","User)","[C731] Login: Login with a wrong Wallapop email(loginWallapopAccount_03_setWrongEmail_isUserNotLogged","[C731] Login: Login with a wrong Wallapop email(loginWallapopAccount_03_setWrongEmail_isUserNotLogged",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","10","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","Conversation_Messaging_05_SendPhoneNumber_IsMessageSent","Conversation messages: Send a phone number",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","12","","AdsTest","","AdsTest","Search and access to an Ad at the item detail","Search and access to an Ad at the item detail",""
"broken","Tue Jun 04 01:36:31 CEST 2019","Tue Jun 04 01:36:31 CEST 2019","74","","String)","","String)","[C696] Profile edition: Change the user main location(editProfile_05_EditLocation_IsLocationAdded","[C696] Profile edition: Change the user main location(editProfile_05_EditLocation_IsLocationAdded",""
"broken","Tue Jun 04 01:36:18 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","257","","com.wallapop.functionality.search.searchConsumerGoods.behaviour.SearchConsumerGoodsTest","","com.wallapop.functionality.search.searchConsumerGoods.behaviour.SearchConsumerGoodsTest","searchConsumerGoods_07_SearchByKeywordWithNoResultsAndResetFilter_AreItemsDisplayed","Search Consumer Goods: Delete filters applied after search",""
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","14","","ItemCars)","","ItemCars)","[C10872] Item upload: Upload a Car item(upload_02_CarItem_IsItemUploaded","[C10872] Item upload: Upload a Car item(upload_02_CarItem_IsItemUploaded",""
"broken","Tue Jun 04 01:36:14 CEST 2019","Tue Jun 04 01:36:14 CEST 2019","17","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","payItem_freeShippingPromotion_Success","[C12563] Delivery chat: Buyer sends shipping offer for item with free shipping promo enabled",""
"broken","Tue Jun 04 01:36:29 CEST 2019","Tue Jun 04 01:36:30 CEST 2019","326","","User)","","User)","[C17031] Login: Ask for a new Wallapop user password(loginForgotPassword_01_requestNewPassword_isEmailReceived","[C17031] Login: Ask for a new Wallapop user password(loginForgotPassword_01_requestNewPassword_isEmailReceived",""
"broken","Tue Jun 04 01:36:25 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","10","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesDataTest","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesDataTest","SaveSearch_02_SaveCarsSearches_IsMySavedSearchDisplayed","[C37162B] Save Searches: Save Cars searches and check my saved searches",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","7","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesActionsTest","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesActionsTest","SaveSearch_01_SaveSearch_IsMessagesDisplayed","[C37160A] Save Searches: Save a search and check messages shown at wall",""
"broken","Tue Jun 04 01:36:22 CEST 2019","Tue Jun 04 01:36:22 CEST 2019","272","","SearchCG)","","SearchCG)","[C37161B] Save Searches: Do a search with results and check Save search button at wall(SaveSearch_02_DoSearchWithResultsAndScroll_IsSaveSearchButtonDisplayedWhenScrollUp","[C37161B] Save Searches: Do a search with results and check Save search button at wall(SaveSearch_02_DoSearchWithResultsAndScroll_IsSaveSearchButtonDisplayedWhenScrollUp",""
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","5","","com.wallapop.functionality.item.uploadAndEdit.behaviour.UploadItemTest","","com.wallapop.functionality.item.uploadAndEdit.behaviour.UploadItemTest","upload_01_ConsumerGoodsItem_IsItemUploaded","[C792] Item upload: Upload a Consumer Goods item",""
"broken","Tue Jun 04 01:36:34 CEST 2019","Tue Jun 04 01:36:34 CEST 2019","12","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","ActivesInbox_Actions_04_GoToConversationByItemStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with the item AVAILABLE",""
"broken","Tue Jun 04 01:36:37 CEST 2019","Tue Jun 04 01:36:38 CEST 2019","395","","HelpTest","","HelpTest","[C739] Help: Legal agreements","[C739] Help: Legal agreements",""
"broken","Tue Jun 04 01:36:26 CEST 2019","Tue Jun 04 01:36:26 CEST 2019","293","","com.wallapop.functionality.loginRegister.behaviour.LoginWallapopUserTest","","com.wallapop.functionality.loginRegister.behaviour.LoginWallapopUserTest","loginWallapopAccount_03_setWrongEmail_isUserNotLogged","[C731] Login: Login with a wrong Wallapop email",""
"broken","Tue Jun 04 01:36:16 CEST 2019","Tue Jun 04 01:36:16 CEST 2019","23","","DeliveryTutorialsTest","","DeliveryTutorialsTest","[C562] Delivery tutorials: Go to shipping main Tutorial","[C562] Delivery tutorials: Go to shipping main Tutorial",""
"broken","Tue Jun 04 01:36:25 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","292","","User)","","User)","[C730] Login: Login with a wrong Facebook account(loginFacebookAccount_01_selectNotExistingUser_isUserLogged","[C730] Login: Login with a wrong Facebook account(loginFacebookAccount_01_selectNotExistingUser_isUserLogged",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","19","","LastMessageStatus)","","LastMessageStatus)","Inbox actions - Active conversations: Go to a conversation with last message RECEIVED(ActivesInbox_Actions_03_GoToConversationByLastMessageStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with last message RECEIVED(ActivesInbox_Actions_03_GoToConversationByLastMessageStatus_IsConversationDisplayed",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","16","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","ActivesInbox_Actions_06_SelectConversationByValue_IsConversationSelected","Inbox actions - Active conversations: Select a conversation by LASTMESSAGE_DATE with value 03 abr.",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","10","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","Conversation_Messaging_01_SendLetter_IsMessageSent","Conversation messages: Send a message with only letters",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","24","","ConversationMessagingTest","","ConversationMessagingTest","[C10881] Conversation messages: Allowed URLs","[C10881] Conversation messages: Allowed URLs",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","18","","ConversationMessagingTest","","ConversationMessagingTest","Conversation messages: Send a message and see the notification received","Conversation messages: Send a message and see the notification received",""
"broken","Tue Jun 04 01:36:29 CEST 2019","Tue Jun 04 01:36:29 CEST 2019","345","","LoginLocationPermissionsTest","","LoginLocationPermissionsTest","Onboarding: Deny the location permission after login an user","Onboarding: Deny the location permission after login an user",""
"broken","Tue Jun 04 01:36:33 CEST 2019","Tue Jun 04 01:36:33 CEST 2019","291","","com.wallapop.functionality.profile.userProfile.behaviour.ShareProfileTest","","com.wallapop.functionality.profile.userProfile.behaviour.ShareProfileTest","noUser_shareSellerProfile_androidContentPopup","[C713] Profile: Share my user profile by Gmail",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","6","","com.wallapop.functionality.delivery.behaviour.DeliveryBankAccountTest","","com.wallapop.functionality.delivery.behaviour.DeliveryBankAccountTest","shipping_deleteBankAccountWithValidInfo_editSuccess","[C12543] Delivery accounts: Delete existing Bank Account",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","30","","OtherItemsTest","","OtherItemsTest","[C447] Item actions: Open a conversation depending if user is logged or not","[C447] Item actions: Open a conversation depending if user is logged or not",""
"broken","Tue Jun 04 01:36:28 CEST 2019","Tue Jun 04 01:36:28 CEST 2019","28","","OnBoardingTest","","OnBoardingTest","PRO Subscription: Check the Google payment popup","PRO Subscription: Check the Google payment popup",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","12","","com.wallapop.functionality.userReview.buyerSellerReview.behaviour.BuyerSellerReviewTest","","com.wallapop.functionality.userReview.buyerSellerReview.behaviour.BuyerSellerReviewTest","sellItemToUserFromConversation","User Review: Sell item to user and don't do any review",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","9","","com.wallapop.functionality.chat.conversation.behaviour.ConversationActionsTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationActionsTest","Conversation_Actions_01_BlockUnblockUser_CanSendMessages","[C49] Conversation actions: Blocking an user behaviour",""
"broken","Tue Jun 04 01:36:22 CEST 2019","Tue Jun 04 01:36:22 CEST 2019","265","","User, SearchCG)","","User, SearchCG)","[C37161C] Save Searches: Reach saved searches limit(SavedSearchesLimit_03_ReachSavedSearchesLimit_IsReachedLimitBubbleDisplayed","[C37161C] Save Searches: Reach saved searches limit(SavedSearchesLimit_03_ReachSavedSearchesLimit_IsReachedLimitBubbleDisplayed",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","6","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesActionsTest","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesActionsTest","SaveSearch_02_DoSearchWithoutResults_IsSaveSearchButtonDisplayed","[C37160B] Save Searches: Do a search with no results and check Save search button at wall",""
