"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","4","","com.wallapop.functionality.delivery.behaviour.DeliveryCreditCardTest","","com.wallapop.functionality.delivery.behaviour.DeliveryCreditCardTest","delivery_addCreditCardWithInvalidInfo_registerFailed","[C12546] Delivery accounts: Register a card with invalid info",""
"broken","Tue Jun 04 01:36:25 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","10","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesDataTest","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesDataTest","SaveSearch_03_SaveRESearches_IsMySavedSearchDisplayed","[C37162C] Save Searches: Save RE searches and check my saved searches",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","19","","ConversationDataTest","","ConversationDataTest","[C385] Conversation data: User cards for Consumer Goods","[C385] Conversation data: User cards for Consumer Goods",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","18","","int)","","int)","Inbox actions - Active conversations: Go to a conversation with 0 unread messages(ActivesInbox_Actions_02_GoToConversationByUnreadMessages_ConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with 0 unread messages(ActivesInbox_Actions_02_GoToConversationByUnreadMessages_ConversationDisplayed",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","18","","ConversationDataTest","","ConversationDataTest","[C449] Conversation messages: Messages information","[C449] Conversation messages: Messages information",""
"broken","Tue Jun 04 01:36:17 CEST 2019","Tue Jun 04 01:36:17 CEST 2019","263","","com.wallapop.functionality.search.searchConsumerGoods.behaviour.SearchConsumerGoodsTest","","com.wallapop.functionality.search.searchConsumerGoods.behaviour.SearchConsumerGoodsTest","searchConsumerGoods_05_changeLocationSearch_itemLocation","[C846] Search Consumer Goods: Filter by location entered manually",""
"broken","Tue Jun 04 01:36:15 CEST 2019","Tue Jun 04 01:36:15 CEST 2019","57","","DeliveryReviewTest","","DeliveryReviewTest","[C1676A] Delivery user profile: See a shipping review for bought item in my profile","[C1676A] Delivery user profile: See a shipping review for bought item in my profile",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","21","","OtherItemsTest","","OtherItemsTest","[C711] Profile items: Favorite and Unfavorite Item","[C711] Profile items: Favorite and Unfavorite Item",""
"broken","Tue Jun 04 01:36:14 CEST 2019","Tue Jun 04 01:36:14 CEST 2019","65","","DeliveryForm)","","DeliveryForm)","[C12557] Delivery pay: Buyer sends shipping offer with invalid postal code number(payItem_postalCodeIsInvalid_paymentFailed","[C12557] Delivery pay: Buyer sends shipping offer with invalid postal code number(payItem_postalCodeIsInvalid_paymentFailed",""
"broken","Tue Jun 04 01:36:34 CEST 2019","Tue Jun 04 01:36:34 CEST 2019","14","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","ActivesInbox_Actions_06_SelectConversationByValue_IsConversationSelected","Inbox actions - Active conversations: Select a conversation by ITEM_TITLE with value iPhone",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","8","","com.wallapop.functionality.chat.conversation.behaviour.ConversationDataTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationDataTest","Conversation_Data_06_GoToConversation_IsTextMessagesDataDisplayed","[C449] Conversation messages: Messages information",""
"broken","Tue Jun 04 01:36:31 CEST 2019","Tue Jun 04 01:36:31 CEST 2019","17","","com.wallapop.functionality.profile.editProfile.behaviour.EditProfileTest","","com.wallapop.functionality.profile.editProfile.behaviour.EditProfileTest","editProfile_01_EditAvatar_IsAvatarSet","[C692] Profile edition: Change user avatar",""
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","4","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxDataTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxDataTest","ActivesInbox_Data_05_SendMessage_IsInboxReordered","[C79] Inbox data - Active conversations: Conversations sorting",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","9","","com.wallapop.functionality.loginRegister.behaviour.RegisterWallapopUserTest","","com.wallapop.functionality.loginRegister.behaviour.RegisterWallapopUserTest","registerWallapopAccount_05_setValidCredentials_isUserRegistered","[C734] Register: Sign up with a new Wallapop account",""
"broken","Tue Jun 04 01:36:16 CEST 2019","Tue Jun 04 01:36:17 CEST 2019","315","","com.wallapop.functionality.search.searchConsumerGoods.behaviour.SearchConsumerGoodsTest","","com.wallapop.functionality.search.searchConsumerGoods.behaviour.SearchConsumerGoodsTest","searchConsumerGoods_02_SetFiltersAndReset_IsFilterResetLessCategory","Search Consumer Goods: Reset filters selected",""
"broken","Tue Jun 04 01:36:16 CEST 2019","Tue Jun 04 01:36:16 CEST 2019","24","","DeliveryTutorialsTest","","DeliveryTutorialsTest","[C12572] Delivery tutorials: Go to commission info tutorial from pay item","[C12572] Delivery tutorials: Go to commission info tutorial from pay item",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","6","","com.wallapop.functionality.delivery.behaviour.DeliveryBankAccountTest","","com.wallapop.functionality.delivery.behaviour.DeliveryBankAccountTest","shipping_editBankAccountWithValidInfo_editSuccess","[C12542] Delivery accounts: Edit Bank Account with valid name and IBAN",""
"broken","Tue Jun 04 01:36:16 CEST 2019","Tue Jun 04 01:36:16 CEST 2019","7","","com.wallapop.functionality.delivery.behaviour.DeliveryTutorialsTest","","com.wallapop.functionality.delivery.behaviour.DeliveryTutorialsTest","delivery_generalTutorial_faqsDisplayed","[C12596] Delivery tutorials: Go to Faqs from General Tutorial",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","9","","com.wallapop.functionality.chat.conversation.behaviour.ConversationDataTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationDataTest","Conversation_Data_08_GoToConversation_IsUserDataAtHeaderDisplayed","Conversation data: Conversation's footer",""
"broken","Tue Jun 04 01:36:34 CEST 2019","Tue Jun 04 01:36:34 CEST 2019","21","","ItemStatus)","","ItemStatus)","Inbox actions - Active conversations: Go to a conversation with the item SOLD(ActivesInbox_Actions_04_GoToConversationByItemStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with the item SOLD(ActivesInbox_Actions_04_GoToConversationByItemStatus_IsConversationDisplayed",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","20","","com.wallapop.functionality.userReview.buyerSellerReview.behaviour.BuyerSellerReviewTest","","com.wallapop.functionality.userReview.buyerSellerReview.behaviour.BuyerSellerReviewTest","userReview_01_SellItemAndDoReview_isReviewDone","[C85] Conversation data: Rating third voice actions behaviour",""
"broken","Tue Jun 04 01:36:34 CEST 2019","Tue Jun 04 01:36:34 CEST 2019","24","","ItemStatus)","","ItemStatus)","Inbox actions - Active conversations: Go to a conversation with the item AVAILABLE(ActivesInbox_Actions_04_GoToConversationByItemStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with the item AVAILABLE(ActivesInbox_Actions_04_GoToConversationByItemStatus_IsConversationDisplayed",""
"broken","Tue Jun 04 01:36:34 CEST 2019","Tue Jun 04 01:36:34 CEST 2019","19","","ItemStatus)","","ItemStatus)","Inbox actions - Active conversations: Go to a conversation with the item UNAVAILABLE(ActivesInbox_Actions_04_GoToConversationByItemStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with the item UNAVAILABLE(ActivesInbox_Actions_04_GoToConversationByItemStatus_IsConversationDisplayed",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","12","","CreditCard)","","CreditCard)","[C12547] Delivery accounts: Register credit card with american express number(delivery_addAmericanExpressCreditCard_registerFailed","[C12547] Delivery accounts: Register credit card with american express number(delivery_addAmericanExpressCreditCard_registerFailed",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","18","","LastMessageStatus)","","LastMessageStatus)","Inbox actions - Active conversations: Go to a conversation with last message READ(ActivesInbox_Actions_03_GoToConversationByLastMessageStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with last message READ(ActivesInbox_Actions_03_GoToConversationByLastMessageStatus_IsConversationDisplayed",""
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","4","","com.wallapop.functionality.item.uploadAndEdit.behaviour.UploadItemTest","","com.wallapop.functionality.item.uploadAndEdit.behaviour.UploadItemTest","upload_04_UploadSeveralConsumerGoodsItems_AllItemsUploaded","Upload: List 20 Consumer Goods Items",""
"broken","Tue Jun 04 17:56:21 CEST 2019","Tue Jun 04 17:56:45 CEST 2019","23843","","com.wallapop.functionality.item.actions.behaviour.OwnItemsTest","","com.wallapop.functionality.item.actions.behaviour.OwnItemsTest","ownItem_04_sellItemToBuyer_isReviewDone","[C703] Profile items: Sell an item to a buyer and do the review",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","16","","ConversationDataTest","","ConversationDataTest","Conversation data: User data at header","Conversation data: User data at header",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","9","","com.wallapop.functionality.chat.conversation.behaviour.ConversationDataTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationDataTest","Conversation_Data_03_GoToConversation_IsItemDataAtHeaderDisplayed","[C93] Conversation data: Item data at header",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","24","","User, int)","","User, int)","[C85] Conversation data: Rating third voice actions behaviour(userReview_01_SellItemAndDoReview_isReviewDone","[C85] Conversation data: Rating third voice actions behaviour(userReview_01_SellItemAndDoReview_isReviewDone",""
"broken","Tue Jun 04 01:36:28 CEST 2019","Tue Jun 04 01:36:28 CEST 2019","14","","com.wallapop.functionality.visibility.behaviour.OnBoardingTest","","com.wallapop.functionality.visibility.behaviour.OnBoardingTest","onBoarding_ProSubscription_Eligible","PRO Subscription: Check if user is eligible to buy a PRO Subscription",""
"broken","Tue Jun 04 01:36:13 CEST 2019","Tue Jun 04 01:36:14 CEST 2019","64","","DeliveryForm)","","DeliveryForm)","[C12560] Delivery pay: Buyer sends shipping offer with invalid phone number (not a mobile number)(payItem_phoneIsNotAMobileNumber_paymentFailed","[C12560] Delivery pay: Buyer sends shipping offer with invalid phone number (not a mobile number)(payItem_phoneIsNotAMobileNumber_paymentFailed",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","14","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","Conversation_Messaging_11_SendRandomSentence_IsMessageSent","Conversation messages: Send a random sentence",""
"broken","Tue Jun 04 01:36:28 CEST 2019","Tue Jun 04 01:36:28 CEST 2019","303","","com.wallapop.functionality.loginRegister.behaviour.LoginLocationPermissionsTest","","com.wallapop.functionality.loginRegister.behaviour.LoginLocationPermissionsTest","onboardingPermissionsTest_04_loginAndAllowLocationPermissions_isLocationPermissionScreenNotDisplayed","[C17700] Onboarding: Allow the location permissions after login an user",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","13","","AdsTest","","AdsTest","[C117B] Verify if top banner promoted exists at cars search and is clickable","[C117B] Verify if top banner promoted exists at cars search and is clickable",""
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","5","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxDataTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxDataTest","ActivesInbox_Data_03_ScrollDownInbox_isInboxUpdated","[C82] Inbox data - Active conversations: Pagination",""
"broken","Tue Jun 04 01:36:13 CEST 2019","Tue Jun 04 01:36:13 CEST 2019","29","","DeliveryForm)","","DeliveryForm)","[C12564] Delivery pay: Buyer sends shipping offer in currency different than EUR(payItem_currencyNotEuro_PaymentFailed","[C12564] Delivery pay: Buyer sends shipping offer in currency different than EUR(payItem_currencyNotEuro_PaymentFailed",""
"broken","Tue Jun 04 01:36:34 CEST 2019","Tue Jun 04 01:36:34 CEST 2019","295","","SearchRE)","","SearchRE)","Search Real Estate: Reset filter set in search screen(searchRealEstate_02_SetFiltersAndReset_IsFilterResetLessCategory","Search Real Estate: Reset filter set in search screen(searchRealEstate_02_SetFiltersAndReset_IsFilterResetLessCategory",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","25","","LastMessageStatus)","","LastMessageStatus)","Inbox actions - Active conversations: Go to a conversation with last message SENT(ActivesInbox_Actions_03_GoToConversationByLastMessageStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with last message SENT(ActivesInbox_Actions_03_GoToConversationByLastMessageStatus_IsConversationDisplayed",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","12","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","ActivesInbox_Actions_05_GoToConversationByUserStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with the user BLOCKED",""
"broken","Tue Jun 04 01:36:15 CEST 2019","Tue Jun 04 01:36:15 CEST 2019","36","","DeliveryNumberOfShipmentsProfileTest","","DeliveryNumberOfShipmentsProfileTest","[C1675A] Delivery user profile: See the number of shipments on my profile (more than one)","[C1675A] Delivery user profile: See the number of shipments on my profile (more than one)",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","10","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","Conversation_Messaging_08_SendProhibitedURL_IsMessageNotSent","[C100] Conversation messages: Prohibited URLs",""
"broken","Tue Jun 04 01:36:20 CEST 2019","Tue Jun 04 01:36:20 CEST 2019","264","","SearchCars)","","SearchCars)","Search Cars: Reset filters selected(searchCars_02_SetFiltersAndReset_IsFilterResetLessCategory","Search Cars: Reset filters selected(searchCars_02_SetFiltersAndReset_IsFilterResetLessCategory",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","21","","ItemRealEstate)","","ItemRealEstate)","[C8578] Item edition: Edit a Real Estate item(editItem_03_RealEstateItem_IsItemUpdated","[C8578] Item edition: Edit a Real Estate item(editItem_03_RealEstateItem_IsItemUpdated",""
"broken","Tue Jun 04 01:36:20 CEST 2019","Tue Jun 04 01:36:20 CEST 2019","265","","String)","","String)","Search Cars: Search by keyword of a Car with Cars category preselected(searchCars_04_byCarKeywordAndCategory_CarsCategoryDisplayed","Search Cars: Search by keyword of a Car with Cars category preselected(searchCars_04_byCarKeywordAndCategory_CarsCategoryDisplayed",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","12","","String, String, String)","","String, String, String)","Search an Ad at the wall and check AdType ""Debug"" AdServer ""DFP"" AdProvider ""MoPub""(ads_information_atWall_isAdShownOK","Search an Ad at the wall and check AdType ""Debug"" AdServer ""DFP"" AdProvider ""MoPub""(ads_information_atWall_isAdShownOK",""
"broken","Tue Jun 04 01:36:33 CEST 2019","Tue Jun 04 01:36:33 CEST 2019","86","","String)","","String)","[C695] Profile edition: Change first and last name(editProfile_03_EditSurname_IsSurnameSet","[C695] Profile edition: Change first and last name(editProfile_03_EditSurname_IsSurnameSet",""
"broken","Tue Jun 04 01:36:18 CEST 2019","Tue Jun 04 01:36:18 CEST 2019","264","","SearchCG)","","SearchCG)","[C828] Search Consumer Goods: Search with different filters getting results(searchConsumerGoods_01_SearchByAllFilters_AreItemsDisplayed","[C828] Search Consumer Goods: Search with different filters getting results(searchConsumerGoods_01_SearchByAllFilters_AreItemsDisplayed",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","10","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","Conversation_Messaging_03_SendSymbols_IsMessageSent","Conversation messages: Send a message with only special characters",""
"broken","Tue Jun 04 01:36:12 CEST 2019","Tue Jun 04 01:36:13 CEST 2019","443","","DeliveryItemWeightTest","","DeliveryItemWeightTest","[C12552] Delivery chat: Seller add shipping weight from chat conversation","[C12552] Delivery chat: Seller add shipping weight from chat conversation",""
"broken","Tue Jun 04 01:36:31 CEST 2019","Tue Jun 04 01:36:31 CEST 2019","80","","EmptyInboxTest","","EmptyInboxTest","[C84] Inbox data - Active conversations: Empty space","[C84] Inbox data - Active conversations: Empty space",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:22 CEST 2019","267","","User)","","User)","[C729] Login: Login with a right Google account(loginGmailAccount_02_selectExistingUser_isUserLogged","[C729] Login: Login with a right Google account(loginGmailAccount_02_selectExistingUser_isUserLogged",""
"broken","Tue Jun 04 01:36:29 CEST 2019","Tue Jun 04 01:36:29 CEST 2019","308","","com.wallapop.functionality.loginRegister.behaviour.LoginLocationPermissionsTest","","com.wallapop.functionality.loginRegister.behaviour.LoginLocationPermissionsTest","onboardingPermissionsTest_03_loginAndDenyLocationPermissions_isLocationPermissionScreenNotDisplayed","Onboarding: Deny the location permission after login an user",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","28","","int)","","int)","[C71A] Inbox actions - Active conversations: Delete a conversation swipping(ActivesInbox_Actions_08_ArchiveConversationSwipping_IsConversationArchived","[C71A] Inbox actions - Active conversations: Delete a conversation swipping(ActivesInbox_Actions_08_ArchiveConversationSwipping_IsConversationArchived",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","25","","OtherItemsTest","","OtherItemsTest","[C652] Item actions: Share an Item via eMail","[C652] Item actions: Share an Item via eMail",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","13","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","Conversation_Messaging_09_SendProhibitedURLMasked_IsMessageSent","[C10882] Conversation messages: Suspicious URL third voice",""
"broken","Tue Jun 04 01:36:14 CEST 2019","Tue Jun 04 01:36:14 CEST 2019","26","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","payItem_reservedItem_paymentFailed","[C12562] Delivery chat: Buyer sends shipping offer for a reserved item",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","13","","AdsTest","","AdsTest","Search and access to an Ad at the wall","Search and access to an Ad at the wall",""
"broken","Tue Jun 04 01:36:33 CEST 2019","Tue Jun 04 01:36:33 CEST 2019","16","","com.wallapop.functionality.profile.editProfile.behaviour.EditProfileTest","","com.wallapop.functionality.profile.editProfile.behaviour.EditProfileTest","editProfile_02_EditName_IsNameSet","[C695] Profile edition: Change first and last name",""
"broken","Tue Jun 04 01:36:14 CEST 2019","Tue Jun 04 01:36:14 CEST 2019","9","","com.wallapop.functionality.delivery.behaviour.DeliveryDeleteSoldItemTest","","com.wallapop.functionality.delivery.behaviour.DeliveryDeleteSoldItemTest","delivery_deleteSoldItem_withCompletedTransaction_isItemNotDisplayed","[C12550] Delivery user profile: Seller deletes a sold item when transaction is succeeded",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","21","","LastMessageStatus)","","LastMessageStatus)","Inbox actions - Active conversations: Go to a conversation with last message SENT_TO_ME(ActivesInbox_Actions_03_GoToConversationByLastMessageStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with last message SENT_TO_ME(ActivesInbox_Actions_03_GoToConversationByLastMessageStatus_IsConversationDisplayed",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","17","","ConversationMessagingTest","","ConversationMessagingTest","[C101] Conversation messages: Autoresend pending messages after open the app again","[C101] Conversation messages: Autoresend pending messages after open the app again",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","12","","com.wallapop.functionality.item.actions.behaviour.OtherItemsTest","","com.wallapop.functionality.item.actions.behaviour.OtherItemsTest","otherItem_04_reportItemByReasonNumber_isItemReported","[C648] Item actions: Report this listing in item Page",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","19","","ConversationMessagingTest","","ConversationMessagingTest","Conversation messages: Send a message with only letters","Conversation messages: Send a message with only letters",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","27","","int)","","int)","Inbox actions - Active conversations: Go to conversation 3(ActivesInbox_Actions_01_GoToConversationNumber_IsConversationDisplayed","Inbox actions - Active conversations: Go to conversation 3(ActivesInbox_Actions_01_GoToConversationNumber_IsConversationDisplayed",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","16","","ConversationDataTest","","ConversationDataTest","Conversation data: Conversation's footer","Conversation data: Conversation's footer",""
"broken","Tue Jun 04 01:36:34 CEST 2019","Tue Jun 04 01:36:34 CEST 2019","281","","com.wallapop.functionality.search.searchRealEstate.behaviour.SearchRealEstateTest","","com.wallapop.functionality.search.searchRealEstate.behaviour.SearchRealEstateTest","searchRealEstate_02_SetFiltersAndReset_IsFilterResetLessCategory","Search Real Estate: Reset filter set in search screen",""
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","7","","com.wallapop.functionality.item.uploadAndEdit.behaviour.UploadItemTest","","com.wallapop.functionality.item.uploadAndEdit.behaviour.UploadItemTest","upload_02_CarItem_IsItemUploaded","[C10872] Item upload: Upload a Car item",""
"broken","Tue Jun 04 01:36:29 CEST 2019","Tue Jun 04 01:36:30 CEST 2019","311","","com.wallapop.functionality.loginRegister.behaviour.LoginForgotPasswordTest","","com.wallapop.functionality.loginRegister.behaviour.LoginForgotPasswordTest","loginForgotPassword_01_requestNewPassword_isEmailReceived","[C17031] Login: Ask for a new Wallapop user password",""
"broken","Tue Jun 04 01:36:31 CEST 2019","Tue Jun 04 01:36:31 CEST 2019","27","","com.wallapop.functionality.profile.editProfile.behaviour.EditProfileTest","","com.wallapop.functionality.profile.editProfile.behaviour.EditProfileTest","editProfile_05_EditLocation_IsLocationAdded","[C696] Profile edition: Change the user main location",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","17","","ConversationMessagingTest","","ConversationMessagingTest","Conversation messages: Send an email address","Conversation messages: Send an email address",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","5","","com.wallapop.functionality.ads.behaviour.AdsTest","","com.wallapop.functionality.ads.behaviour.AdsTest","ads_topBannerPromoted_isAtSearch","[C117B] Verify if top banner promoted exists at cars search and is clickable",""
"broken","Tue Jun 04 01:36:29 CEST 2019","Tue Jun 04 01:36:29 CEST 2019","312","","LoginLocationPermissionsTest","","LoginLocationPermissionsTest","Onboarding: Skip the location permission after login an user","Onboarding: Skip the location permission after login an user",""
"broken","Tue Jun 04 01:36:15 CEST 2019","Tue Jun 04 01:36:15 CEST 2019","10","","com.wallapop.functionality.delivery.behaviour.DeliveryNumberOfShipmentsProfileTest","","com.wallapop.functionality.delivery.behaviour.DeliveryNumberOfShipmentsProfileTest","otherProfiles_exactlyOneShipment_Success","[C1677B] Delivery user profile: See the number of shipments on other profiles (exactly one)",""
"broken","Tue Jun 04 01:36:15 CEST 2019","Tue Jun 04 01:36:15 CEST 2019","54","","DeliveryForm)","","DeliveryForm)","[C12569] Delivery shipping request: Seller rejects a delivery offer(delivery_rejectOffer_rejectedScreen","[C12569] Delivery shipping request: Seller rejects a delivery offer(delivery_rejectOffer_rejectedScreen",""
"broken","Tue Jun 04 01:36:13 CEST 2019","Tue Jun 04 01:36:13 CEST 2019","21","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","payItem_postalCodeIsNotAllowed_paymentFailed","[C12558] Delivery pay: Buyer sends shipping offer with postal code not allowed",""
"broken","Tue Jun 04 01:36:16 CEST 2019","Tue Jun 04 01:36:17 CEST 2019","324","","SearchCG)","","SearchCG)","Search Consumer Goods: Reset filters selected(searchConsumerGoods_02_SetFiltersAndReset_IsFilterResetLessCategory","Search Consumer Goods: Reset filters selected(searchConsumerGoods_02_SetFiltersAndReset_IsFilterResetLessCategory",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","21","","UserStatus)","","UserStatus)","Inbox actions - Active conversations: Go to a conversation with the user BLOCKED(ActivesInbox_Actions_05_GoToConversationByUserStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with the user BLOCKED(ActivesInbox_Actions_05_GoToConversationByUserStatus_IsConversationDisplayed",""
"broken","Tue Jun 04 01:36:25 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","21","","OwnItemsTest","","OwnItemsTest","[C689] Profile items: Delete a selling product","[C689] Profile items: Delete a selling product",""
"broken","Tue Jun 04 01:36:26 CEST 2019","Tue Jun 04 01:36:26 CEST 2019","279","","com.wallapop.functionality.loginRegister.behaviour.LoginWallapopUserTest","","com.wallapop.functionality.loginRegister.behaviour.LoginWallapopUserTest","loginWallapopAccount_02_seePrivacyPolicy_goBackLoginScreen","[C17030] Login: See Privacy Policy from Wallapop login screen",""
"broken","Tue Jun 04 01:36:30 CEST 2019","Tue Jun 04 01:36:31 CEST 2019","323","","BumpListTest","","BumpListTest","[C15466] Purchases: Bump list empty list design","[C15466] Purchases: Bump list empty list design",""
"broken","Mon Jun 03 00:21:43 CEST 2019","Mon Jun 03 00:21:47 CEST 2019","3960","","com.wallapop.functionality.help.behaviour.SanityTest","","com.wallapop.functionality.help.behaviour.SanityTest","help_01_goToHelpScreen_isSectionsDisplayed","[C740] Help: Access and sections",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","13","","com.wallapop.functionality.loginRegister.behaviour.RegisterWallapopUserTest","","com.wallapop.functionality.loginRegister.behaviour.RegisterWallapopUserTest","registerWallapopAccount_04_setWrongPassword_isUserNotRegistered","[C735] Register: Sign up with a Wallapop account with wrong password",""
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","14","","ActivesInboxDataTest","","ActivesInboxDataTest","[C82] Inbox data - Active conversations: Pagination","[C82] Inbox data - Active conversations: Pagination",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","23","","ValueType, String)","","ValueType, String)","Inbox actions - Active conversations: Select a conversation by LASTMESSAGE_TEXT with value Hello(ActivesInbox_Actions_06_SelectConversationByValue_IsConversationSelected","Inbox actions - Active conversations: Select a conversation by LASTMESSAGE_TEXT with value Hello(ActivesInbox_Actions_06_SelectConversationByValue_IsConversationSelected",""
